City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Teixeira,BR,2021-07-24 20:14:28,-7.2228,-37.2542,75.25,50,15,14.32
274,Waterloo,CA,2021-07-24 20:11:21,43.4668,-80.5164,70.47,97,90,13.0
275,Marrakesh,MA,2021-07-24 20:14:29,31.6315,-8.0083,96.87,26,75,9.22
276,Canakkale,TR,2021-07-24 20:14:29,40.0833,26.8333,70.41,71,0,14.74
277,Terra Santa,BR,2021-07-24 20:14:29,-2.1042,-56.4869,91.8,40,100,5.75
278,Puno,PE,2021-07-24 20:14:30,-15.8333,-70.0333,54.07,32,87,4.27
279,Staryy Nadym,RU,2021-07-24 20:14:30,65.6118,72.6842,55.26,92,91,8.1
280,Zaranj,AF,2021-07-24 20:11:08,30.9667,61.8833,96.76,8,0,23.96
281,Maxixe,MZ,2021-07-24 20:14:30,-23.8597,35.3472,62.76,69,77,9.19
282,Vila Franca Do Campo,PT,2021-07-24 20:14:30,37.7167,-25.4333,72.01,81,11,8.05
283,Marystown,CA,2021-07-24 20:14:31,47.1666,-55.1483,58.78,87,77,11.88
284,Owando,CG,2021-07-24 20:14:31,-0.4819,15.8999,80.78,47,96,0.76
285,Tawau,MY,2021-07-24 20:14:31,4.2498,117.8871,79.29,85,90,3.2
286,Bairiki,KI,2021-07-24 20:14:31,1.3292,172.9752,82.4,78,40,12.66
287,Lahti,RU,2021-07-24 20:14:32,59.9911,30.1597,59.18,65,29,6.26
288,Manta,EC,2021-07-24 20:14:32,-0.95,-80.7333,76.78,78,90,10.36
289,Almansa,ES,2021-07-24 20:14:32,38.8692,-1.0971,84.29,17,4,7.0
290,Mount Pleasant,US,2021-07-24 20:11:35,32.7941,-79.8626,89.74,59,1,1.99
291,Erzin,TR,2021-07-24 20:14:33,36.9559,36.2,81.0,86,9,1.39
